iteracao,idx,tag_trecho,titulo,artista,ano,letra,tema,score
1,2275,musica213_trecho3,Quarto 67 (part. Luan Santana),Guilherme E Benuto,2025.0,Cê já tá sem roupa por cima de mim,"Intimidade, desejo e sedução",0.9
1,2276,musica213_trecho4,Quarto 67 (part. Luan Santana),Guilherme E Benuto,2025.0,"Altos flashback do quarto 67Ô, lembrança boa lá daquele (vai,","Crescimento, consquita e pertencimento",0.9
1,2277,musica213_trecho5,Quarto 67 (part. Luan Santana),Guilherme E Benuto,2025.0,Luan)Se você soubesse que na minha mente,Amor e relações amorosas,0.9
1,2278,musica213_trecho6,Quarto 67 (part. Luan Santana),Guilherme E Benuto,2025.0,"Altos flashback do quarto 67Ô, lembrança boa lá daquele motelzin","Intimidade, desejo e sedução",0.9
1,2279,musica213_trecho7,Quarto 67 (part. Luan Santana),Guilherme E Benuto,2025.0,Fingiu que não me conhecia,"Intimidade, desejo e sedução",0.9
1,2280,musica213_trecho8,Quarto 67 (part. Luan Santana),Guilherme E Benuto,2025.0,Me deu prazer de noite,"Intimidade, desejo e sedução",0.9
1,2281,musica213_trecho9,Quarto 67 (part. Luan Santana),Guilherme E Benuto,2025.0,"Oi, muito prazer, de dia","Intimidade, desejo e sedução",0.8
1,2282,musica213_trecho10,Quarto 67 (part. Luan Santana),Guilherme E Benuto,2025.0,Cê pode até enganar todo mundo no rolê,"Infidelidade, tristeza e sofrimento",0.9
1,2283,musica213_trecho11,Quarto 67 (part. Luan Santana),Guilherme E Benuto,2025.0,Dizer que a gente não tem nada a ver,"Despedidas, morte e fragilidade",0.9
1,2284,musica213_trecho12,Quarto 67 (part. Luan Santana),Guilherme E Benuto,2025.0,Já faz um tempo,"Despedidas, morte e fragilidade",0.9
1,2285,musica213_trecho13,Quarto 67 (part. Luan Santana),Guilherme E Benuto,2025.0,Cê pode até fugir da minha boca,"Intimidade, desejo e sedução",0.9
1,2286,musica213_trecho14,Quarto 67 (part. Luan Santana),Guilherme E Benuto,2025.0,Mas eu quero ver cê escapar do pensamento,"Intimidade, desejo e sedução",0.9
1,2287,musica214_trecho1,Pior Parte,Simone Mendes,2023.0,Não tá me fazendo bem,"Infidelidade, tristeza e sofrimento",0.9
1,2288,musica214_trecho2,Pior Parte,Simone Mendes,2023.0,Eu que ainda sou de outra pessoa,"Despedidas, morte e fragilidade",0.9
1,2289,musica214_trecho3,Pior Parte,Simone Mendes,2023.0,A falha desse relacionamento,"Despedidas, morte e fragilidade",0.9
1,2290,musica214_trecho4,Pior Parte,Simone Mendes,2023.0,Foi eu ser de outra,"Despedidas, morte e fragilidade",0.9
1,2291,musica214_trecho5,Pior Parte,Simone Mendes,2023.0,"Parte dessa culpa é dela, que ligou pra mim","Infidelidade, tristeza e sofrimento",0.9
1,2292,musica214_trecho6,Pior Parte,Simone Mendes,2023.0,E a pior parte vai ser minha por não resistir,"Infidelidade, tristeza e sofrimento",0.9
1,2293,musica214_trecho7,Pior Parte,Simone Mendes,2023.0,Não tô certo em fazer isso,"Infidelidade, tristeza e sofrimento",0.9
1,2294,musica214_trecho8,Pior Parte,Simone Mendes,2023.0,Tô colocando o futuro de alguém que não é meu,"Infidelidade, tristeza e sofrimento",0.9
1,2295,musica214_trecho9,Pior Parte,Simone Mendes,2023.0,Em risco,"Despedidas, morte e fragilidade",0.8
1,2296,musica214_trecho10,Pior Parte,Simone Mendes,2023.0,Você poderia estar bem melhor,"Crescimento, consquita e pertencimento",0.9
1,2297,musica214_trecho11,Pior Parte,Simone Mendes,2023.0,No melhor bar que essa cidade tem,"Intimidade, desejo e sedução",0.9
1,2298,musica214_trecho12,Pior Parte,Simone Mendes,2023.0,E meio por acaso conhecer alguém,"Conhecimento, esperança e expectativa",0.9
1,2299,musica214_trecho13,Pior Parte,Simone Mendes,2023.0,"Mas não, vou te prender mais não","Despedidas, morte e fragilidade",0.9
1,2300,musica214_trecho14,Pior Parte,Simone Mendes,2023.0,O erro não tá em você,"Infidelidade, tristeza e sofrimento",0.9
1,2301,musica215_trecho1,Palavras de Perdão,Marilia Tavares,2024.0,Culpada,"Despedidas, morte e fragilidade",0.9
1,2302,musica215_trecho2,Palavras de Perdão,Marilia Tavares,2024.0,Digitei essas palavras de perdão com eu te amo,"Despedidas, morte e fragilidade",0.9
1,2303,musica215_trecho3,Palavras de Perdão,Marilia Tavares,2024.0,"Do nada, mensagem visualizada","Inspiração, paz e harmonia",0.9
1,2304,musica215_trecho4,Palavras de Perdão,Marilia Tavares,2024.0,E gelei quando eu vi um digitando e recebi um,"Intimidade, desejo e sedução",0.9
1,2305,musica215_trecho5,Palavras de Perdão,Marilia Tavares,2024.0,"Oi, cheguei a ver seu sofrimento na mensagem","Infidelidade, tristeza e sofrimento",0.9
1,2306,musica215_trecho6,Palavras de Perdão,Marilia Tavares,2024.0,Não é qualquer um que tem essa maturidade,"Crescimento, consquita e pertencimento",0.9
1,2307,musica215_trecho7,Palavras de Perdão,Marilia Tavares,2024.0,Que bom que você enxergou que tava errada,"Despedidas, morte e fragilidade",0.9
1,2308,musica215_trecho8,Palavras de Perdão,Marilia Tavares,2024.0,"Se dependesse de mim, tava perdoada",Amor e relações amorosas,0.9
1,2309,musica215_trecho9,Palavras de Perdão,Marilia Tavares,2024.0,Eu sei que é foda carregar todo esse peso,"Despedidas, morte e fragilidade",0.8
1,2310,musica215_trecho10,Palavras de Perdão,Marilia Tavares,2024.0,Saudade acumulada muda a gente mesmo,"Despedidas, morte e fragilidade",0.9
1,2311,musica215_trecho11,Palavras de Perdão,Marilia Tavares,2024.0,É uma pena eu não ser quem você ama,Amor e relações amorosas,0.9
1,2312,musica215_trecho12,Palavras de Perdão,Marilia Tavares,2024.0,Eu mereço adjetivo de culpada,"Infidelidade, tristeza e sofrimento",0.9
1,2313,musica215_trecho13,Palavras de Perdão,Marilia Tavares,2024.0,Eu virei dono desse chip essa semana,Ostentação e consumismo,0.9
1,2314,musica215_trecho16,Palavras de Perdão,Marilia Tavares,2024.0,"Eu fui incompreensível, até chamei de drama os seus traumas","Despedidas, morte e fragilidade",0.9
1,2315,musica215_trecho18,Palavras de Perdão,Marilia Tavares,2024.0,Desculpa o meu ciúme em excesso,Amor e relações amorosas,0.9
1,2316,musica215_trecho19,Palavras de Perdão,Marilia Tavares,2024.0,E as vergonhas que te fiz passar no meio do povo,"Despedidas, morte e fragilidade",0.9
1,2317,musica215_trecho20,Palavras de Perdão,Marilia Tavares,2024.0,Todas as vezes que eu te pisei com meu ego,"Intimidade, desejo e sedução",0.9
1,2318,musica215_trecho21,Palavras de Perdão,Marilia Tavares,2024.0,O que doeu em você,"Infidelidade, tristeza e sofrimento",0.9
1,2319,musica215_trecho22,Palavras de Perdão,Marilia Tavares,2024.0,Pode ter certeza que tá doendo em mim em dobro,"Despedidas, morte e fragilidade",0.9
1,2320,musica215_trecho23,Palavras de Perdão,Marilia Tavares,2024.0,Mesmo sabendo que eu tava bloqueada,"Despedidas, morte e fragilidade",0.9
1,2321,musica216_trecho1,Esqueci Você,Henrique Diego,2015.0,Eu esqueci você,"Despedidas, morte e fragilidade",0.9
1,2322,musica216_trecho2,Esqueci Você,Henrique Diego,2015.0,Se você já cansou de escutar,"Despedidas, morte e fragilidade",0.9
1,2323,musica216_trecho3,Esqueci Você,Henrique Diego,2015.0,Que um dia eu iria esquecer,"Despedidas, morte e fragilidade",0.9
1,2324,musica216_trecho4,Esqueci Você,Henrique Diego,2015.0,"Esse dia chegou, acabou de chegar","Despedidas, morte e fragilidade",0.9
1,2325,musica216_trecho5,Esqueci Você,Henrique Diego,2015.0,Se ainda guardo lembranças de nós,Amor e relações amorosas,0.9
1,2326,musica216_trecho6,Esqueci Você,Henrique Diego,2015.0,Na memória do meu celular,"Intimidade, desejo e sedução",0.9
1,2327,musica216_trecho7,Esqueci Você,Henrique Diego,2015.0,Se carrego comigo a foto,"Intimidade, desejo e sedução",0.9
1,2328,musica216_trecho8,Esqueci Você,Henrique Diego,2015.0,Que a gente tirou lá na beira do mar,"Despedidas, morte e fragilidade",0.9
1,2329,musica216_trecho9,Esqueci Você,Henrique Diego,2015.0,Tudo isso é pra você lembrar,Amor e relações amorosas,0.8
1,2330,musica216_trecho10,Esqueci Você,Henrique Diego,2015.0,Lembrar que eu te esqueci,"Despedidas, morte e fragilidade",0.9
1,2331,musica216_trecho11,Esqueci Você,Henrique Diego,2015.0,Tô ligando em plena madrugada,"Intimidade, desejo e sedução",0.9
1,2332,musica216_trecho12,Esqueci Você,Henrique Diego,2015.0,E te acordando pra dizer,"Intimidade, desejo e sedução",0.9
1,2333,musica216_trecho13,Esqueci Você,Henrique Diego,2015.0,Que eu esqueci você,"Despedidas, morte e fragilidade",0.9
1,2334,musica216_trecho14,Esqueci Você,Henrique Diego,2015.0,Eu já nem lembro mais,"Despedidas, morte e fragilidade",0.9
1,2335,musica216_trecho15,Esqueci Você,Henrique Diego,2015.0,Que seu beijo tinha gosto de saudade,"Despedidas, morte e fragilidade",0.9
1,2336,musica216_trecho16,Esqueci Você,Henrique Diego,2015.0,Que no seu perfume era tão doce,Amor e relações amorosas,0.9
1,2337,musica216_trecho17,Esqueci Você,Henrique Diego,2015.0,Eu nem me lembro mais,"Despedidas, morte e fragilidade",0.9
1,2338,musica216_trecho18,Esqueci Você,Henrique Diego,2015.0,Se eu te ligo da mesa do bar,"Intimidade, desejo e sedução",0.9
1,2339,musica217_trecho1,O Que Cê Vai Fazer,Fernando Sorocaba,2013.0,O que cê vai fazer quando ele não tiver mais vinte e poucos anos?,"Crescimento, consquita e pertencimento",0.9
1,2340,musica217_trecho2,O Que Cê Vai Fazer,Fernando Sorocaba,2013.0,As razões que me impedem de estar com você,"Despedidas, morte e fragilidade",0.9
1,2341,musica217_trecho3,O Que Cê Vai Fazer,Fernando Sorocaba,2013.0,"Vai além de te amar, vai além do querer",Amor e relações amorosas,0.9
1,2342,musica217_trecho4,O Que Cê Vai Fazer,Fernando Sorocaba,2013.0,"Vai saber, vai saber","Despedidas, morte e fragilidade",0.9
1,2343,musica217_trecho5,O Que Cê Vai Fazer,Fernando Sorocaba,2013.0,Já não somos tão jovens pra enlouquecer,"Crescimento, consquita e pertencimento",0.9
1,2344,musica217_trecho6,O Que Cê Vai Fazer,Fernando Sorocaba,2013.0,Nem tão velhos pra ver nosso sonho morrer,"Crescimento, consquita e pertencimento",0.9
1,2345,musica217_trecho7,O Que Cê Vai Fazer,Fernando Sorocaba,2013.0,Não consegui te esquecer,Amor e relações amorosas,0.9
1,2346,musica217_trecho8,O Que Cê Vai Fazer,Fernando Sorocaba,2013.0,O que cê vai fazer quando ele não ouvir mais o seu coração?,"Despedidas, morte e fragilidade",0.9
1,2347,musica217_trecho9,O Que Cê Vai Fazer,Fernando Sorocaba,2013.0,E se ele não sentir mais nem vontade de segurar sua mão?,"Despedidas, morte e fragilidade",0.8
1,2348,musica217_trecho10,O Que Cê Vai Fazer,Fernando Sorocaba,2013.0,E quando a rotina começar a te enlouquecer,"Crescimento, consquita e pertencimento",0.9
1,2349,musica217_trecho11,O Que Cê Vai Fazer,Fernando Sorocaba,2013.0,O que cê vai fazer quando acabar esse desejo insano?,"Intimidade, desejo e sedução",0.9
1,2350,musica217_trecho12,O Que Cê Vai Fazer,Fernando Sorocaba,2013.0,Vai lembrar que sou o único que poderia te surpreender,"Intimidade, desejo e sedução",0.9
1,2351,musica217_trecho13,O Que Cê Vai Fazer,Fernando Sorocaba,2013.0,E quando perceber que o jeito dele já não bate mais com o seu?,"Despedidas, morte e fragilidade",0.9
1,2352,musica217_trecho14,O Que Cê Vai Fazer,Fernando Sorocaba,2013.0,Tava tão na cara que ele não ia dar o que prometeu,"Infidelidade, tristeza e sofrimento",0.9
1,2353,musica217_trecho15,O Que Cê Vai Fazer,Fernando Sorocaba,2013.0,Quando os corpos não quiserem mais se abraçar,"Despedidas, morte e fragilidade",0.9
1,2354,musica217_trecho16,O Que Cê Vai Fazer,Fernando Sorocaba,2013.0,"E os olhos desviarem quando ele te olhar, vai doer","Intimidade, desejo e sedução",0.9
1,2355,musica217_trecho17,O Que Cê Vai Fazer,Fernando Sorocaba,2013.0,Talvez hoje seja tarde pra gente voltar,"Despedidas, morte e fragilidade",0.9
1,2356,musica217_trecho18,O Que Cê Vai Fazer,Fernando Sorocaba,2013.0,"Não quero estar na sua pele quando me encontrar, vai doer","Despedidas, morte e fragilidade",0.9
1,2357,musica217_trecho19,O Que Cê Vai Fazer,Fernando Sorocaba,2013.0,Vai doer,"Despedidas, morte e fragilidade",0.9
1,2358,musica218_trecho1,Dois Fugitivos,Simone Mendes,2023.0,Eu fiquei com uma pessoa,Amor e relações amorosas,0.9
1,2359,musica218_trecho2,Dois Fugitivos,Simone Mendes,2023.0,Quando já tava gostoso,"Intimidade, desejo e sedução",0.9
1,2360,musica218_trecho3,Dois Fugitivos,Simone Mendes,2023.0,Quando já tava atolada no pecado,"Despedidas, morte e fragilidade",0.9
1,2361,musica218_trecho4,Dois Fugitivos,Simone Mendes,2023.0,Até o pescoço,"Despedidas, morte e fragilidade",0.9
1,2362,musica218_trecho5,Dois Fugitivos,Simone Mendes,2023.0,Mas cansei,"Despedidas, morte e fragilidade",0.9
1,2363,musica218_trecho6,Dois Fugitivos,Simone Mendes,2023.0,É o fim de nós dois,"Despedidas, morte e fragilidade",0.9
1,2364,musica218_trecho7,Dois Fugitivos,Simone Mendes,2023.0,Depois de um ano e pouco,"Despedidas, morte e fragilidade",0.9
1,2365,musica218_trecho8,Dois Fugitivos,Simone Mendes,2023.0,Cê vem me buscar,"Intimidade, desejo e sedução",0.9
1,2366,musica218_trecho9,Dois Fugitivos,Simone Mendes,2023.0,Só manda um:,"Despedidas, morte e fragilidade",0.8
1,2367,musica218_trecho10,Dois Fugitivos,Simone Mendes,2023.0,Tô indo,"Crescimento, consquita e pertencimento",0.9
1,2368,musica218_trecho11,Dois Fugitivos,Simone Mendes,2023.0,Cansei de te beijar no carro,"Intimidade, desejo e sedução",0.9
1,2369,musica218_trecho12,Dois Fugitivos,Simone Mendes,2023.0,Que já tinha outra pessoa,"Infidelidade, tristeza e sofrimento",0.9
1,2370,musica218_trecho13,Dois Fugitivos,Simone Mendes,2023.0,Sem baixar o vidro,"Despedidas, morte e fragilidade",0.9
1,2371,musica218_trecho14,Dois Fugitivos,Simone Mendes,2023.0,É na hora que dá,"Despedidas, morte e fragilidade",0.9
1,2372,musica218_trecho15,Dois Fugitivos,Simone Mendes,2023.0,É sempre corrido,"Despedidas, morte e fragilidade",0.9
1,2373,musica218_trecho16,Dois Fugitivos,Simone Mendes,2023.0,Amor num quarto de,Amor e relações amorosas,0.9
1,2374,musica218_trecho18,Dois Fugitivos,Simone Mendes,2023.0,Igual dois fugitivos,"Despedidas, morte e fragilidade",0.9
1,2375,musica218_trecho19,Dois Fugitivos,Simone Mendes,2023.0,Eu quero alguém que não tenha alguém,"Infidelidade, tristeza e sofrimento",0.9
1,2376,musica218_trecho20,Dois Fugitivos,Simone Mendes,2023.0,Não nasci pra ser segredo de ninguém,"Intimidade, desejo e sedução",0.9
1,2377,musica218_trecho21,Dois Fugitivos,Simone Mendes,2023.0,Foi sem pretensão,"Despedidas, morte e fragilidade",0.9
1,2378,musica218_trecho22,Dois Fugitivos,Simone Mendes,2023.0,De traição,"Infidelidade, tristeza e sofrimento",0.9
1,2379,musica218_trecho23,Dois Fugitivos,Simone Mendes,2023.0,E é na hora que dá,"Despedidas, morte e fragilidade",0.9
1,2380,musica218_trecho24,Dois Fugitivos,Simone Mendes,2023.0,Eu beijei um solteiro,"Intimidade, desejo e sedução",0.9
1,2381,musica218_trecho25,Dois Fugitivos,Simone Mendes,2023.0,De aliança no bolso,"Intimidade, desejo e sedução",0.9
1,2382,musica218_trecho26,Dois Fugitivos,Simone Mendes,2023.0,Ninguém me contou,"Despedidas, morte e fragilidade",0.9
1,2383,musica218_trecho27,Dois Fugitivos,Simone Mendes,2023.0,E eu me enrolei no rolo,"Despedidas, morte e fragilidade",0.9
1,2384,musica218_trecho28,Dois Fugitivos,Simone Mendes,2023.0,Só fui descobrir,"Crescimento, consquita e pertencimento",0.9
1,2385,musica219_trecho1,Bebaça (part. Maiara & Maraisa),Marilia Mendonca,2019.0,Diz que aguenta bebida,"Intimidade, desejo e sedução",0.9
1,2386,musica219_trecho2,Bebaça (part. Maiara & Maraisa),Marilia Mendonca,2019.0,"Pra sua sorte, eu não deixei","Despedidas, morte e fragilidade",0.9
1,2387,musica219_trecho3,Bebaça (part. Maiara & Maraisa),Marilia Mendonca,2019.0,"Já tava tudo rodando, rodando","Crescimento, consquita e pertencimento",0.9
1,2388,musica219_trecho4,Bebaça (part. Maiara & Maraisa),Marilia Mendonca,2019.0,Pediu outra rodada,"Despedidas, morte e fragilidade",0.9
1,2389,musica219_trecho5,Bebaça (part. Maiara & Maraisa),Marilia Mendonca,2019.0,"Amiga, cê tava bebaça","Intimidade, desejo e sedução",0.9
1,2390,musica219_trecho6,Bebaça (part. Maiara & Maraisa),Marilia Mendonca,2019.0,"Subindo na mesa, virando garrafa","Intimidade, desejo e sedução",0.9
1,2391,musica219_trecho7,Bebaça (part. Maiara & Maraisa),Marilia Mendonca,2019.0,"Tomou tudo, tomou fora","Despedidas, morte e fragilidade",0.9
1,2392,musica219_trecho8,Bebaça (part. Maiara & Maraisa),Marilia Mendonca,2019.0,Só não tomou vergonha na cara,"Despedidas, morte e fragilidade",0.9
1,2393,musica219_trecho9,Bebaça (part. Maiara & Maraisa),Marilia Mendonca,2019.0,Tomou duas seguidas,"Despedidas, morte e fragilidade",0.8
1,2394,musica219_trecho10,Bebaça (part. Maiara & Maraisa),Marilia Mendonca,2019.0,"Tomou tequila, tomou cerveja","Infidelidade, tristeza e sofrimento",0.9
1,2395,musica219_trecho11,Bebaça (part. Maiara & Maraisa),Marilia Mendonca,2019.0,Perna bambeou,"Intimidade, desejo e sedução",0.9
1,2396,musica219_trecho12,Bebaça (part. Maiara & Maraisa),Marilia Mendonca,2019.0,Ainda não lembrou,"Despedidas, morte e fragilidade",0.9
1,2397,musica219_trecho13,Bebaça (part. Maiara & Maraisa),Marilia Mendonca,2019.0,"Maiara, cê tava bebaça","Intimidade, desejo e sedução",0.9
1,2398,musica219_trecho14,Bebaça (part. Maiara & Maraisa),Marilia Mendonca,2019.0,Vou refrescar sua memória,"Despedidas, morte e fragilidade",0.9
1,2399,musica219_trecho15,Bebaça (part. Maiara & Maraisa),Marilia Mendonca,2019.0,"Marília, cê tava bebaça","Intimidade, desejo e sedução",0.9
1,2400,musica219_trecho16,Bebaça (part. Maiara & Maraisa),Marilia Mendonca,2019.0,Cê tava bebaça,"Intimidade, desejo e sedução",0.9
1,2401,musica219_trecho17,Bebaça (part. Maiara & Maraisa),Marilia Mendonca,2019.0,Tentou agarrar o garçom,"Intimidade, desejo e sedução",0.9
1,2402,musica219_trecho18,Bebaça (part. Maiara & Maraisa),Marilia Mendonca,2019.0,Derrubou a caixa de som,"Despedidas, morte e fragilidade",0.9
1,2403,musica219_trecho19,Bebaça (part. Maiara & Maraisa),Marilia Mendonca,2019.0,"Pra variar, cê queimou a largada","Despedidas, morte e fragilidade",0.9
1,2404,musica219_trecho20,Bebaça (part. Maiara & Maraisa),Marilia Mendonca,2019.0,Tentou até ligar pro ex,"Despedidas, morte e fragilidade",0.9
1,2405,musica22_trecho1,Realidade Ou Fantasia,Henrique & Juliano,nan,Toda noite,"Despedidas, morte e fragilidade",0.9
1,2406,musica22_trecho2,Realidade Ou Fantasia,Henrique & Juliano,nan,"Insistente, despertou meu sono","Despedidas, morte e fragilidade",0.9
1,2407,musica22_trecho3,Realidade Ou Fantasia,Henrique & Juliano,nan,"Alguém tava me ligando, era você","Intimidade, desejo e sedução",0.9
1,2408,musica22_trecho4,Realidade Ou Fantasia,Henrique & Juliano,nan,E tem sido você,Amor e relações amorosas,0.9
1,2409,musica22_trecho5,Realidade Ou Fantasia,Henrique & Juliano,nan,Na realidade ou fantasia,"Inspiração, paz e harmonia",0.9
1,2410,musica22_trecho6,Realidade Ou Fantasia,Henrique & Juliano,nan,"Enquanto eu merecer, será você",Amor e relações amorosas,0.9
1,2411,musica22_trecho7,Realidade Ou Fantasia,Henrique & Juliano,nan,Eu te ligo,"Intimidade, desejo e sedução",0.9
1,2412,musica22_trecho8,Realidade Ou Fantasia,Henrique & Juliano,nan,Te pedindo pra sonhar comigo,"Intimidade, desejo e sedução",0.9
1,2413,musica22_trecho9,Realidade Ou Fantasia,Henrique & Juliano,nan,Será você,Amor e relações amorosas,0.8
1,2414,musica22_trecho10,Realidade Ou Fantasia,Henrique & Juliano,nan,E sonhando eu vou te encontrar também,Amor e relações amorosas,0.9
1,2415,musica22_trecho11,Realidade Ou Fantasia,Henrique & Juliano,nan,E te encontro,"Intimidade, desejo e sedução",0.9
1,2416,musica22_trecho12,Realidade Ou Fantasia,Henrique & Juliano,nan,E me entrego ao seu corpo bonito,"Intimidade, desejo e sedução",0.9
1,2417,musica22_trecho13,Realidade Ou Fantasia,Henrique & Juliano,nan,"Nitidamente, sua imagem vem","Intimidade, desejo e sedução",0.9
1,2418,musica22_trecho14,Realidade Ou Fantasia,Henrique & Juliano,nan,E um beijo,"Intimidade, desejo e sedução",0.9
1,2419,musica22_trecho15,Realidade Ou Fantasia,Henrique & Juliano,nan,Uma música,"Despedidas, morte e fragilidade",0.9
1,2421,musica220_trecho2,Propaganda,Jorge Mateus,2018.0,Mas você sabe que o esquema é outro,"Despedidas, morte e fragilidade",0.9
1,2422,musica220_trecho3,Propaganda,Jorge Mateus,2018.0,Só faço isso pra malandro não querer crescer o olho,"Crescimento, consquita e pertencimento",0.9
1,2423,musica220_trecho4,Propaganda,Jorge Mateus,2018.0,Tá doido que eu vou,"Intimidade, desejo e sedução",0.9
1,2424,musica220_trecho5,Propaganda,Jorge Mateus,2018.0,Fazer propaganda de você,"Intimidade, desejo e sedução",0.9
1,2425,musica220_trecho6,Propaganda,Jorge Mateus,2018.0,"Isso não é medo de te perder, amor","Despedidas, morte e fragilidade",0.9
1,2426,musica220_trecho7,Propaganda,Jorge Mateus,2018.0,"É pavor, é pavor","Despedidas, morte e fragilidade",0.9
1,2427,musica220_trecho8,Propaganda,Jorge Mateus,2018.0,É pavor,"Despedidas, morte e fragilidade",0.9
1,2428,musica220_trecho9,Propaganda,Jorge Mateus,2018.0,Quebra copo na pia,"Intimidade, desejo e sedução",0.8
1,2429,musica220_trecho10,Propaganda,Jorge Mateus,2018.0,"É minha, cuido mesmo, pronto e acabou","Despedidas, morte e fragilidade",0.9
1,2430,musica220_trecho11,Propaganda,Jorge Mateus,2018.0,"Tropeça no sofá, machuca o dedinho","Intimidade, desejo e sedução",0.9
1,2431,musica220_trecho12,Propaganda,Jorge Mateus,2018.0,Só falo isso pra malandro não querer crescer o olho,"Crescimento, consquita e pertencimento",0.9
1,2432,musica220_trecho13,Propaganda,Jorge Mateus,2018.0,E a culpa ainda é minha,"Infidelidade, tristeza e sofrimento",0.9
1,2433,musica220_trecho14,Propaganda,Jorge Mateus,2018.0,Ela ronca demais,"Despedidas, morte e fragilidade",0.9
1,2434,musica220_trecho15,Propaganda,Jorge Mateus,2018.0,Mancha as minhas camisas,"Despedidas, morte e fragilidade",0.9
1,2435,musica220_trecho16,Propaganda,Jorge Mateus,2018.0,Dá até medo de olhar,"Despedidas, morte e fragilidade",0.9
1,2436,musica220_trecho17,Propaganda,Jorge Mateus,2018.0,Quando ela tá naqueles dias,"Despedidas, morte e fragilidade",0.9
1,2437,musica220_trecho18,Propaganda,Jorge Mateus,2018.0,É isso que eu falo pros outros,"Intimidade, desejo e sedução",0.9
1,2438,musica221_trecho1,Singular,Loubet,nan,Hoje me bateu uma saudade de você,"Despedidas, morte e fragilidade",0.9
1,2439,musica221_trecho2,Singular,Loubet,nan,Em algum momento vai lembrar,"Despedidas, morte e fragilidade",0.9
1,2440,musica221_trecho3,Singular,Loubet,nan,De tudo aquilo que a gente viveu,"Crescimento, consquita e pertencimento",0.9
1,2441,musica221_trecho4,Singular,Loubet,nan,É amor e amor é singular,Amor e relações amorosas,0.9
1,2442,musica221_trecho5,Singular,Loubet,nan,Dúvido alguém amar como eu amei,Amor e relações amorosas,0.9
1,2443,musica221_trecho6,Singular,Loubet,nan,Ninguém vai te querer como eu te quis,Amor e relações amorosas,0.9
1,2444,musica221_trecho7,Singular,Loubet,nan,E aquele teu sorriso que eu guardei,"Intimidade, desejo e sedução",0.9
1,2445,musica221_trecho8,Singular,Loubet,nan,É só pra te lembrar que era feliz,Amor e relações amorosas,0.9
1,2446,musica221_trecho9,Singular,Loubet,nan,Olhando as fotos de nós dois não deu pra segurar,"Despedidas, morte e fragilidade",0.8
1,2447,musica221_trecho10,Singular,Loubet,nan,"Vai, sentir saudades assim como eu","Despedidas, morte e fragilidade",0.9
1,2448,musica221_trecho11,Singular,Loubet,nan,Eu sei que um dia ainda a gente vai se ver,"Crescimento, consquita e pertencimento",0.9
1,2449,musica221_trecho12,Singular,Loubet,nan,Tenho mil motivos pra acreditar,"Conhecimento, esperança e expectativa",0.9
1,2450,musica221_trecho13,Singular,Loubet,nan,Ficou pela metade a nossa despedida,"Despedidas, morte e fragilidade",0.9
1,2451,musica221_trecho14,Singular,Loubet,nan,Nenhum de nós teve coragem pra dizer adeus,"Despedidas, morte e fragilidade",0.9
1,2452,musica221_trecho15,Singular,Loubet,nan,"Se é amor, vai ser por toda a vida",Amor e relações amorosas,0.9
1,2453,musica221_trecho16,Singular,Loubet,nan,Cada perfume que sentir vai preferir o meu,Amor e relações amorosas,0.9
1,2454,musica221_trecho17,Singular,Loubet,nan,Vai sentir saudades assim como eu,"Despedidas, morte e fragilidade",0.9
1,2455,musica222_trecho1,Passagem Só de Ida,Bigodee,nan,Tem certeza,"Despedidas, morte e fragilidade",0.9
1,2456,musica222_trecho2,Passagem Só de Ida,Bigodee,nan,Um dia cê vai ver que eu era o cara que queria te fazer feliz,Amor e relações amorosas,0.9
1,2457,musica222_trecho3,Passagem Só de Ida,Bigodee,nan,Vai se arrepender de ter ido embora e me deixado aqui,"Despedidas, morte e fragilidade",0.9
1,2458,musica222_trecho4,Passagem Só de Ida,Bigodee,nan,Mas eu não vou querer mais saber de você na minha vida,"Despedidas, morte e fragilidade",0.9
1,2459,musica222_trecho5,Passagem Só de Ida,Bigodee,nan,"Pensa bem, porque essa passagem é só de ida","Despedidas, morte e fragilidade",0.9
1,2460,musica222_trecho6,Passagem Só de Ida,Bigodee,nan,"Uôô, e eu também vou ter","Despedidas, morte e fragilidade",0.9
1,2461,musica222_trecho7,Passagem Só de Ida,Bigodee,nan,Pode passar o tempo que passar mas eu vou te esquecer,"Despedidas, morte e fragilidade",0.9
1,2462,musica222_trecho8,Passagem Só de Ida,Bigodee,nan,Que essa decisão que você tomou você pensou bem,"Crescimento, consquita e pertencimento",0.9
1,2463,musica222_trecho9,Passagem Só de Ida,Bigodee,nan,Tchau!,"Despedidas, morte e fragilidade",0.8
1,2464,musica222_trecho10,Passagem Só de Ida,Bigodee,nan,Porque eu não tô disposto a voltar atrás também,"Despedidas, morte e fragilidade",0.9
1,2465,musica222_trecho11,Passagem Só de Ida,Bigodee,nan,Se for embora pode ir embora de uma vez,"Despedidas, morte e fragilidade",0.9
1,2466,musica222_trecho12,Passagem Só de Ida,Bigodee,nan,Por que se você for,Amor e relações amorosas,0.9
1,2467,musica222_trecho13,Passagem Só de Ida,Bigodee,nan,Tenho certeza que em pouco tempo já tem outro amor,Amor e relações amorosas,0.9
1,2468,musica222_trecho14,Passagem Só de Ida,Bigodee,nan,E eu também vou ter,"Despedidas, morte e fragilidade",0.9
