titulo,artista,letra,url,ano,coletado_em,contagem_palavras,contagem_linhas
Tocando Em Frente (part. Leonardo),Paula Fernandes,"Ando devagar porque já tive pressa E levo esse sorriso porque já chorei demais Hoje me sinto mais forte, mais feliz, quem sabe? Só levo a certeza de que muito pouco sei Ou nada sei Conhecer as manhas e as manhãs O sabor das massas e das maçãs É preciso amor pra poder pulsar É preciso paz pra poder sorrir É preciso a chuva para florir Penso que cumprir a vida seja simplesmente Compreender a marcha, ir tocando em frente Como um velho boiadeiro levando a boiada, eu vou tocando os dias Pela longa estrada eu vou Estrada eu sou Conhecer as manhas e as manhãs O sabor das massas e das maçãs É preciso amor pra poder pulsar É preciso paz pra poder sorrir É preciso a chuva para florir Todo mundo ama um dia, todo mundo chora Um dia a gente chega, no outro vai embora Cada um de nós compõe a sua história Cada ser em si carrega o dom de ser capaz De ser feliz Ando devagar porque eu já tive pressa E levo esse sorriso porque já chorei demais Cada um de nós compõe a sua história Cada ser em si carrega o dom de ser capaz De ser feliz",https://www.letras.mus.br/paula-fernandes/1886704/,2010.0,2025-09-30T18:51:56.579493,205,1
Sensações,Paula Fernandes,"Eu me perdi, perdi você Perdi a voz, o seu querer Agora sou somente um Longe de nós, um ser comum Agora sou um vento só, a escuridão, eu virei pó Fotografia, sou lembrança do passado Agora sou a prova viva de que nada nessa vida É pra sempre até que prove o contrário Estar assim, sentir assim Um turbilhão de sensações dentro de mim Eu amanheço, eu estremeço, eu enlouqueço Eu te cavalgo embaixo do cair Da chuva, eu reconheço Estar assim, sentir assim Um turbilhão de sensações dentro de mim Eu me aqueço, eu endureço, eu me derreto Eu evaporo e caio em forma de chuva Eu reconheço, eu me transformo Agora sou um vento só, a escuridão, eu virei pó Fotografia, sou lembrança do passado Agora sou a prova viva de que nada nessa vida É pra sempre até que prove o contrário Estar assim, sentir assim Um turbilhão de sensações dentro de mim Eu amanheço, eu estremeço, eu enlouqueço Eu te cavalgo embaixo do cair Da chuva, eu reconheço Estar assim, sentir assim Eu me aqueço, eu endureço, eu me derreto Eu evaporo e caio em forma de chuva Agora sou um vento só, a escuridão, eu virei pó Fotografia, sou lembrança do passado",https://www.letras.mus.br/paula-fernandes/1846587/,2010.0,2025-09-30T18:51:59.238427,208,1
You're Still The One (feat. Shania Twain),Paula Fernandes,"Oh, oh, you're still the one Não há pra gente Um lugar que seja longe Você está distante Partiu e eu sempre esperei Vencer (vencer), saber (saber)Que amar é viver Seja onde for o céu ou escuridão Não sinto medo de solidão You're still the one I run to The one that I belong to You're still the one I want for life You're still the one that I love The only one I dream of You're still the one I kiss good night Ain't nothing better We beat the odds together I'm glad we didn't listen Look at what we would be missin'Vencer, saber Que amar é viver Seja onde for o céu ou escuridão Não sinto medo de solidão You're still the one I run to The one that I belong to You're still the one I want for life (oh, yeah)You're still the one that I love The only one I dream of You're still the one I kiss good night You're still the one Still the one You're still the one I run to The one that I belong to You're still the one I want for life You're still the one You're still the one that I love The only one I dream of You're still the one I kiss good night Não há pra gente Um lugar que seja longe",https://www.letras.mus.br/paula-fernandes/youre-still-the-one/,2014.0,2025-09-30T18:52:01.041733,226,1
Meu Grito De Amor (part. Eduardo Costa),Paula Fernandes,"Me dei demais, não fui capaz De tomar conta de mim E amei assim Only the passion Out of control Over before it began And it was the end Mergulhei nas incertezas do amor Fui um louco sonhador I was just dreaming It was only me in love Dói demais o silêncio E o vazio frio dos lençóis Dói demais quando a noite Invade o nosso quarto E traz no vento O meu grito de amor Dói demais o silêncio E o vazio frio dos lençóis Dói demais quando a noite Invade o nosso quarto E traz no vento O meu grito de amor",https://www.letras.mus.br/paula-fernandes/1852896/,2014.0,2025-09-30T18:52:03.410146,104,1
Tocando Em Frente (part. Luan Santana),Paula Fernandes,"Ando devagar Por que já tive pressa E levo esse sorriso Porque já chorei de mais Hoje me sinto mais forte Mais feliz quem sabe Só levo a certeza De que muito pouco eu sei, que nada sei Conhecer as manhas e as manhãs O sabor das massas e das maçãs É preciso amor pra poder pulsar É preciso paz pra poder sorrir É preciso a chuva para florir Penso que cumprir a vida Seja simplesmente Compreender a marcha, E ir tocando em frente Como um velho boiadeiro Levando a boiada Vou tocando os dias Pela longa estrada eu vou, estrada eu sou Conhecer as manhas e as manhãs O sabor das massas e das maçãs É preciso amor pra poder pulsar É preciso paz pra poder sorrir É preciso a chuva para florir Todo mundo ama um dia Todo mundo chora Um dia a gente chega E no outro vai embora Cada um de nós compõe a sua história Cada ser em si Carrega o dom de ser capaz De ser feliz Conhecer as manhas e as manhãs O sabor das massas e das maçãs É preciso amor pra poder pulsar É preciso paz pra poder sorrir É preciso a chuva para florir Ando devagar Porque já tive pressa E levo e se sorriso Porque já chorei demais Cada um de nós compõe a sua história Cada ser em si Carrega o dom de ser capaz De ser feliz Conhecer as manhas e as manhãs O sabor das massas e das maçãs É preciso amor pra poder pulsar É preciso paz pra poder sorrir É preciso a chuva para florir Cada um de nós compõe a sua história Cada ser em si Carrega o dom de ser capaz(Os dois) De ser feliz",https://www.letras.mus.br/paula-fernandes/1729674/,,2025-09-30T18:52:06.634494,293,1
Decida,Milionário e José Rico,"No amor, há momentos Que temos que dizer um para o outro: Decida Sente aqui comigo no sofá e vamos conversar É hora de abrir o jogo Nosso amor está indo água abaixo Se deixar, vira relaxo Temporal apaga o fogo Por que você não olha nos meus olhos? Seu beijo não tem o mesmo sabor O seu carinho não me faz dormir Nem sua quando a gente faz amor Você só vai tomar banho sozinha Na hora do jantar, me diz que já comeu Não vê novelas e nem liga o som Diz que não tem nada bom que satisfaça o ego seu Você se esqueceu Que dentro desta casa eu existo Que em 82 casou comigo Por isso exijo uma explicação Se sou eu que te incomodo Pra te fazer feliz, fiz o que pude Mas o incomodado é que se mude Você quem vai tomar a decisão Decida Se vai embora ou ficar comigo Se vai me respeitar como marido Pois desse jeito não estou aguentando Decida Ou pare de uma vez com esse delírio Talvez você precise usar colírio Pra enxergar o quanto ainda te amo Você se esqueceu Que dentro desta casa eu existo Que em 82 casou comigo Por isso exijo uma explicação Se sou eu que te incomoda Pra te fazer feliz, fiz o que pude Mas o incomodado é que se mude Você quem vai tomar a decisão Decida Se vai embora ou ficar comigo Se vai me respeitar como marido Pois desse jeito não estou aguentando Decida Ou pare de uma vez com esse delírio Talvez você precise usar colírio Pra enxergar o quanto ainda te amo Decida Se vai embora ou ficar comigo Se vai me respeitar como marido Pois desse jeito não estou aguentando Decida Ou pare de uma vez com esse delírio Talvez você precise usar colírio Pra enxergar o quanto ainda te amo",https://www.letras.mus.br/milionario-e-jose-rico/83421/,2003.0,2025-09-30T18:52:18.493257,316,1
Estrada da Vida,Milionário e José Rico,Nesta longa estrada da vida Vou correndo e não posso parar Na esperança de ser campeão Alcançando o primeiro lugar Na esperança de ser campeão Alcançando o primeiro lugar Mas o tempo cercou minha estrada E o cansaço me dominou Minhas vistas se escureceram E o final da corrida chegou Este é o exemplo da vida Para quem não quer compreender Nós devemos ser o que somos Ter aquilo que bem merecer Nós devemos ser o que somos Ter aquilo que bem merecer Mas o tempo cercou minha estrada E o cansaço me dominou Minhas vistas se escureceram E o final desta vida chegou,https://www.letras.mus.br/milionario-e-jose-rico/47389/,1977.0,2025-09-30T18:52:21.019221,104,1
O Último Julgamento,Milionário e José Rico,"Senta aqui neste banco Pertinho de Mim, vamos conversar Será que você tem coragem De olhar nos meus olhos e Me encarar? Agora chegou sua hora Chegou sua vez, você vai pagar Eu sou a própria verdade, chegou o momento Eu vou te julgar Pedi pra você não matar nem para roubar Roubou e matou Pedi pra você agasalhar a quem tem frio Você não agasalhou Pedi para não levantar falso testemunho Você levantou A vida de muitos coitados você destruiu Você arrasou Meu Pai lhe deu inteligência para salvar vidas Você não salvou Em vez de curar os enfermos Armas nucleares você fabricou Usando sua capacidade Você destruiu, você se condenou A sua ganância foi tanta Que a você mesmo você exterminou O avião que você inventou Foi para levar a paz e a esperança Não pra matar seus irmãos Nem para jogar bombas nas minhas crianças Foi você quem causou essa guerra Destruiu a terra de seus ancestrais Você é chamado de homem Mas é o pior dos animais Agora que está acabado pra sempre Vou ver se você é culpado ou inocente Você é um monstro covarde e profano É um grão de areia em frente ao oceano Seu ouro falou alto, você tudo comprou Pisou nos Mandamentos que a Lei Santa ensinou A Mim você não compra com o dinheiro seu Eu sou Jesus Cristo, o filho de Deus",https://www.letras.mus.br/milionario-e-jose-rico/141397/,1997.0,2025-09-30T18:52:23.706288,233,1
Sonhei Com Você,Milionário e José Rico,"Depois de muito tempo acordado Já cansado de tanto sofrer Esta noite eu dormi um pouquinho Sonhei com você Você apareceu em meu quarto E sorrindo, me estendeu a mão Se atirou em meus braços e beijou-me com emoção E matando a paixão recolhida Num delírio de felicidade Em soluço você me dizia Amor, que saudade De repente, em menos de minuto Você se transformou num vulto E logo desapareceu De repente, em menos de minuto Você se transformou num vulto E logo desapareceu Quando acordei não te vi Que desespero Minhas lágrimas molharam a fronha do meu travesseiro Meu bem, como é maravilhoso sonhar com você Amor, como é triste acordar e não te ver E matando a paixão recolhida Num delírio de felicidade Em soluço você me dizia Amor, que saudade De repente, em menos de minuto Você se transformou num vulto E logo desapareceu De repente, em menos de minuto Você se transformou num vulto E logo desapareceu Quando acordei não te vi Que desespero Minhas lágrimas molharam a fronha do meu travesseiro Meu bem, como é maravilhoso sonhar com você Amor, como é triste acordar e não te ver",https://www.letras.mus.br/milionario-e-jose-rico/81547/,1983.0,2025-09-30T18:52:25.865650,193,1
Solidão,Milionário e José Rico,"Alguém me falou que você me enganou Eu não posso acreditar Eu preciso saber se foi mesmo você Que mandou me avisar Eu preciso partir Sei que não vou resistir Essa solidão do amor para o meu coração Eu preciso partir Sei que não vou resistir Essa solidão do amor para o meu coração Alguém me falou que você me enganou Eu não posso acreditar Eu preciso saber se foi mesmo você Que mandou me avisar Eu preciso partir Sei que não vou resistir Esta solidão do amor para o meu coração Eu preciso partir Sei que não vou resistir Esta solidão do amor para o meu coração Amor, eu gostaria saber Se foi mesmo você que mandou me avisar Porque se for verdade Eu preciso partir Sei que não vou resistir Esta solidão do amor para o meu coração Eu preciso partir Sei que não vou resistir Essa solidão do amor para o meu coração Para o meu coração, para o meu coração Para o meu coração",https://www.letras.mus.br/milionario-e-jose-rico/369890/,1977.0,2025-09-30T18:52:29.164581,168,1
Mensagem do Além,Milionário e José Rico,"Música, divina música Que me envolve neste momento Através desta mensagem Meu eterno agradecimento Luz, amor e paz Onde estou sou mais feliz do que fui até então É verdade aí se diz Aqui se tem consolação O que eu tenho é para dar Quem quiser pode pedir Meu desejo é ensinar uma lágrima sorrir Quero ser sua esperança, luz Consolo e verdade Quem espera sempre alcança Paz e amor na eternidade Esqueça toda essa dor Não pense mais nesta tristeza O meu mundo é de esplendor Vem contemplar esta beleza Não há razão para temor Tenha mais fé nos dias teus Ponha na vida mais amor Menos mundo, e mais Deus",https://www.letras.mus.br/milionario-e-jose-rico/473199/,1977.0,2025-09-30T18:52:31.609027,112,1
Sonho de Um Caminhoneiro,Milionário e José Rico,"Eram dois amigos inseparáveis Lutando pela vida e o pão Levando um sonho de cidade em cidade De serem donos de seu caminhão Com muita luta e sacrifício Para pagar em dia a prestação Se realizava o sonho finalmente O empregado passa a ser patrão Suas viagens eram intermináveis De cansaço de poeira e chão E um dos amigos um recém-casado Ia ser pai do primeiro varão Com alegria vinham pela estrada Não vendo a hora de chegar E o caminhoneiro disse ao amigo Vou lhe dar meu filho para batizar Mas o destino cruel e traiçoeiro Marcou a hora e o lugar A chuva fina e a pista molhada Com uma carreta foram se chocar Mas como todos tem a sua sina Um a morte não levou E o agonizante no braços do amigo, disse Vá conhecer meu filho porque eu não vou Naquela curva à beira da estrada Uma cruz ao lado do pinheiro Marca pra sempre onde foi ceifada A vida e o sonho de um caminhoneiro Com a morte do companheiro A saudade vai chegar Aqueles bons e velhos tempos Nunca mais irão voltar Mas o destino cruel e traiçoeiro Marcou a hora e o lugar A chuva fina e a pista molhada Com uma carreta foram se chocar Mas como todos tem a sua sina Um a morte não levou E o agonizante no braços do amigo, disse Vá conhecer meu filho porque eu não vou",https://www.letras.mus.br/milionario-e-jose-rico/81548/,1981.0,2025-09-30T18:52:32.994025,241,1
Jogo do Amor,Milionário e José Rico,"De que vale ter tanto dinheiro, amigo Se quem eu amo não me quer? Com meu dinheiro eu comprei de tudo No jogo da vida eu nunca perdi Mas o coração da mulher querida Parece mentira, mas não consegui Ela desprezou a minha riqueza Com toda franqueza me disse também Que gosta de outro com toda pobreza E do meu dinheiro não quer um vintém Nas demandas que tive na vida O dinheiro me fez vencedor Mas agora perdi a partida O meu ouro não teve valor Meu rival é um pobre coitado Não devia ser o ganhador No entanto, é o felizardo E eu fui derrotado no jogo do amor Compreendi que nem tudo é dinheiro E nem tudo se pode comprar O amor, quando é verdadeiro É de graça pra quem sabe amar Meu rival é um pobre coitado Não devia ser o ganhador No entanto, é o felizardo E eu fui derrotado no jogo do amor Compreendi que nem tudo é dinheiro E nem tudo se pode comprar O amor, quando é verdadeiro É de graça pra quem sabe amar",https://www.letras.mus.br/milionario-e-jose-rico/47390/,1977.0,2025-09-30T18:52:34.486246,183,1
A Carta,Milionário e José Rico,"Estou escrevendo esta carta meio aos prantos Ando meio pelos cantos Pois não encontrei coragem De encarar o teu olhar Está fazendo algum tempo Que uma coisa aqui por dentro Despertou e é tão forte Que não pude te contar Quando você ler, eu vou estar bem longe Não me julgue tão covarde Só não quis te ver chorar Perdão, amiga, são coisas que acontecem Dê um beijo nos meninos Pois eu não vou mais voltar Como eu poderia dar a ela esta carta? Como eu vou deixar Pra sempre aquela casa? Se eu já sou feliz Se eu já tenho amor Se eu já vivo em paz? E por isso decidi Que vou ficar com ela A minha passagem, por favor, cancela Vá sozinha, não vou mais Quando cheguei ao portão da minha casa Como se eu tivesse asas Me senti igual criança Deu vontade de voar Quase entrei pela janela Minha esposa ali tão bela Dei-lhe um forte e longo abraço E comecei a chorar E com as lágrimas as palavras vinham E rolavam como pedras E ela só a me escutar Ao enxugar minhas lágrimas com beijos Revelou que já sabia Mas iria perdoar Como eu poderia dar a ela esta carta? Como eu vou deixar Pra sempre aquela casa? Se eu já sou feliz Se eu já tenho amor Se eu já vivo em paz? E por isso decidi Que vou ficar com ela A minha passagem, por favor, cancela Vá sozinha, não vou mais Como eu poderia dar a ela esta carta? Como eu vou deixar Pra sempre aquela casa? Se eu já sou feliz Se eu já tenho amor Se eu já vivo em paz? E por isso decidi Que vou ficar com ela A minha passagem, por favor, cancela Vá sozinha, não vou mais Vá sozinha, não vou mais",https://www.letras.mus.br/milionario-e-jose-rico/74188/,1988.0,2025-09-30T18:52:36.360215,306,1
Lembrança,Milionário e José Rico,"Lembrança, por que não foge de mim? Ajude a arrancar do peito esta dor Afaste meu pensamento e o seu Por que vamos reviver este amor Amando nós padecemos iguais Eu tenho meu lar e ela também É triste ser prisioneiro e sofrer Sabendo que a liberdade não tem Vai Lembrança não voltes mais Para acalmar os meus ais Deste dilema de dor Vai Para bem longe de mim Não posso viver assim Devo esquecer este amor Lembrança, já imaginaste o que é Distante dois corações palpitar Querendo junto viver sem poder Com outra tem que viver sem amar Enquanto você lembrança não for É este o nosso dilema sem fim Pensando nela eu vivo a sofrer E ela também sofrendo por mim Vai Lembrança não voltes mais Para acalmar os meus ais Deste dilema de dor Vai Para bem longe de mim Não posso viver assim Devo esquecer este amor",https://www.letras.mus.br/milionario-e-jose-rico/81530/,1984.0,2025-09-30T18:52:38.891839,151,1
Tocando Em Frente,Almir Sater,"Ando devagar Porque já tive pressa E levo esse sorriso Porque já chorei demais Hoje me sinto mais forte Mais feliz, quem sabe Só levo a certeza De que muito pouco sei Ou nada sei Conhecer as manhas E as manhãs O sabor das massas E das maçãs É preciso amor Pra poder pulsar É preciso paz pra poder sorrir É preciso a chuva para florir Penso que cumprir a vida Seja simplesmente Compreender a marcha E ir tocando em frente Como um velho boiadeiro Levando a boiada Eu vou tocando os dias Pela longa estrada, eu vou Estrada eu sou Conhecer as manhas E as manhãs O sabor das massas E das maçãs É preciso amor Pra poder pulsar É preciso paz pra poder sorrir É preciso a chuva para florir Todo mundo ama um dia Todo mundo chora Um dia a gente chega E no outro vai embora Cada um de nós compõe a sua história E cada ser em si carrega o dom de ser capaz De ser feliz Conhecer as manhas E as manhãs O sabor das massas E das maçãs É preciso amor Pra poder pulsar É preciso paz pra poder sorrir É preciso a chuva para florir Ando devagar Porque já tive pressa E levo esse sorriso Porque já chorei demais Cada um de nós compõe a sua história E cada ser em si carrega o dom de ser capaz E ser feliz",https://www.letras.mus.br/almir-sater/44082/,1991.0,2025-09-30T18:52:50.266119,239,1
Chalana,Almir Sater,"Lá vai uma chalana Bem longe se vai Navegando no remanso Do rio paraguai Oh! Chalana sem querer Tu aumentas minha dor Nessas águas tão serenas Vais levando meu amor Oh! Chalana sem querer Tu aumentas minha dor Nessas águas tão serenas Vais levando meu amor E assim ela se foi Nem de mim se despediu A chalana vai sumindo Na curva lá do rio E se ela vai magoada Eu bem sei que tem razão Fui ingrato, eu feri O seu meigo coração Oh! Chalana sem querer Tu aumentas minha dor Nessas águas tão serenas Vais levando meu amor Oh! Chalana sem querer Tu aumentas minha dor Nessas águas tão serenas Vais levando meu amor",https://www.letras.mus.br/almir-sater/44076/,,2025-09-30T18:52:51.702834,116,1
Um Violeiro Toca,Almir Sater,"Quando uma estrela cai no escurão da noite E um violeiro toca suas mágoas Então os zóio dos bichos vão ficando iluminados Rebrilham neles estrelas de um sertão enluarado Quando o amor termina, perdido numa esquina E um violeiro toca sua sina Então os zóio dos bichos vão ficando entristecidos Rebrilham neles lembranças dos amores esquecidos Quando o amor começa, nossa alegria chama E um violeiro toca em nossa cama Então os zóio dos bichos, são os olhos de quem ama Pois a natureza é isso, sem medo, nem dó, nem drama Tudo é sertão, tudo é paixão, se o violeiro toca A viola, o violeiro e o amor se tocam Tudo é sertão, tudo é paixão, se o violeiro toca A viola, o violeiro e o amor se tocam Quando o amor começa, nossa alegria chama E um violeiro toca em nossa cama Então os zóio dos bichos, são os olhos de quem ama Pois a natureza é isso, sem medo, nem dó, nem drama Tudo é sertão, tudo é paixão, se o violeiro toca A viola, o violeiro e o amor se tocam Tudo é sertão, tudo é paixão, se o violeiro toca A viola, o violeiro e o amor se tocam",https://www.letras.mus.br/almir-sater/44085/,,2025-09-30T18:52:53.326591,204,1
Peão,Almir Sater,"Diga você me conhece Eu já fui boiadeiro Conheço essas trilhas Quilômetro, milhas Que vem e que vão Pelo alto sertão Que agora se chama Não mais de sertão Mas de terra vendida Civilização Ventos que arrombam janelas E arrancam porteiras Espora de prata riscando as fronteiras Selei meu cavalo Matula no fardo Andando ligeiro Um abraço apertado E um suspiro dobrado Não tem mais sertão Os caminhos mudam com o tempo Só o tempo muda um coração Segue seu destino boiadeiro Que a boiada foi no caminhão A fogueira, a noite Redes no galpão O paiero, a moda O mate, a prosa A saga, a sina O causo e onça Tem mais não Ô peão Tempos e vidas cumpridas Pó, poeira, estrada Estórias contidas Nas encruzilhadas Em noites perdidas No meio do mundo Mundão cabeludo Onde tudo é floresta E campina silvestre Mundão caba não Sabe, prum bom viajante Nada é distante Prum bom companheiro Não conto dinheiro Existe uma vida Uma vida vivida Sentida e sofrida De vez por inteiro E esse é o preço preu ser brasileiro",https://www.letras.mus.br/almir-sater/127233/,1988.0,2025-09-30T18:52:54.993726,180,1
Trem do Pantanal,Almir Sater,"Enquanto este velho trem atravessa o pantanal As estrelas do cruzeiro fazem um sinal De que este é o melhor caminho Pra quem é como eu, mais um fugitivo da guerra Enquanto este velho trem atravessa o pantanal O povo lá em casa espera que eu mande um postal Dizendo que eu estou muito bem vivo Rumo a Santa Cruz de La Sierra Enquanto este velho trem atravessa o pantanal Só meu coração está batendo desigual Ele agora sabe que o medo viaja também Sobre todos os trilhos da terra Enquanto este velho trem atravessa o pantanal Só meu coração está batendo desigual Ele agora sabe que o medo viaja também Sobre todos os trilhos da terra Rumo a Santa Cruz de La Sierra Sobre todos os trilhos da terra",https://www.letras.mus.br/almir-sater/44084/,1982.0,2025-09-30T18:52:57.064108,130,1
Cabecinha No Ombro,Almir Sater,"Encosta a sua cabecinha no meu ombro e chora E conta logo suas mágoas todas para mim Quem chora no meu ombro eu juro que não vai embora Que não vai embora Que não vai embora Quem chora no meu ombro eu juro que não vai embora Que não vai embora Porque gosta de mim Amor, eu quero os seus carinhos porque eu vivo tão sozinho Não sei se a saudade fica ou se ela vai embora Se ela vai embora Se ela vai embora Não sei se a saudade fica ou se ela vai embora Se ela vai embora Se ela vai embora Encosta a sua cabecinha no meu ombro e chora E conta logo suas mágoas todas para mim Quem chora no meu ombro eu juro que não vai embora Que não vai embora Que não vai embora Quem chora no meu ombro eu juro que não vai embora No meu ombro chora Porque gosta de mim",https://www.letras.mus.br/almir-sater/44079/,1997.0,2025-09-30T18:52:59.631082,159,1
A Saudade É Uma Estrada Longa,Almir Sater,"A saudade é uma estrada longa Que começa e não tem mais fim Suas léguas dão volta ao mundo Mas não voltam por onde vim A saudade é um estrada longa Que começa e não tem mais fim Cada dia tem mais distâncias Afastando você de mim Tantas foram as vezes Que nos enganamos Outras vezes nos desencontramos Sem nem perceber Mesmo sem razão eu quero lhe dizer Sem intenção Ver tudo se perder Dói tanto, tanto A saudade é uma estrada longa Nem é boa e nem é ruim Vou seguindo sempre adiante Nunca volto, Eu sou mesmo assim A saudade é uma estrada longa Que hoje passa dentro de mim Me armei só de esperanças Mas usei balas de festim",https://www.letras.mus.br/almir-sater/81195/,1994.0,2025-09-30T18:53:01.946657,122,1
Comitiva Esperança,Almir Sater,"Nossa viagem não é ligeira Ninguém tem pressa de chegar A nossa estrada é boiadeira Não interessa onde vai dar Onde a Comitiva Esperança chega já começa a festança Através do Rio Negro, Nhecolândia e Paiaguás Vai descendo o Piqueri, o São Lourenço e o Paraguai Tá de passagem, abre a porteira Conforme for pra pernoitar Se a gente é boa, hospitaleira A Comitiva vai tocar Moda ligeira, que é uma doideira Assanha o povo e faz dançar Ou moda lenta que faz sonhar Onde a Comitiva Esperança chega já começa a festança Através do Rio Negro, Nhecolândia e Paiaguás Vai descendo o Piqueri, o São Lourênço e o Paraguai Ê, tempo bom que tava por lá Nem vontade de regressar Só vortemo eu vô confessar É que as águas chegaram em janeiro Descolamos um barco ligeiro Fomos pra Corumbá",https://www.letras.mus.br/almir-sater/44077/,,2025-09-30T18:53:03.370412,140,1
No Rastro da Lua Cheia,Almir Sater,"No quintal lá de casa Passava um pequeno rio Que descia lá da serra Ligeiro, escorregadio A água era cristalina Que dava pra ver o chão Ia cortando a floresta Na direção do sertão Lembrança ainda me resta Guardada no coração E tudo era azul celeste Brasileiro, cor de anil Nem bem começava o ano Já era final de Abril E o vento pastoreando Aquelas nuvens no céu Fazia o mundo girar Veloz como um carrossel E levantava a poeira E me arrancava o chapéu Ah, o tempo faz Tempo desfaz E vai além sempre A vida vem lá de longe É como se fosse um rio Pra rio pequeno canoa Pros grandes rios navios E bem lá no fim de tudo Começo de outro lugar Será como Deus quiser Como o destino mandar No rastro da lua cheia Se chega em qualquer lugar",https://www.letras.mus.br/almir-sater/760174/,1997.0,2025-09-30T18:53:05.478771,144,1
Romaria,Almir Sater,"É de sonho e de pó O destino de um só Feito eu perdido em pensamentos Sobre o meu cavalo É de laço e de nó De gibeira ou jiló Dessa vida cumprida a Sol Sou caipira pirapora nossa Senhora de Aparecida Que ilumina a mina escura E funda o trem da minha vida Sou caipira pirapora nossa Senhora de Aparecida Que ilumina a mina escura E funda o trem da minha vida O meu pai foi peão Minha mãe solidão Meus irmãos perderam-se na vida A custa de aventuras Descasei, joguei Investi, desisti Se há sorte eu não sei nunca vi Sou caipira pirapora nossa Senhora de Aparecida Que ilumina a mina escura E funda o trem da minha vida Sou caipira pirapora nossa Senhora de Aparecida Que ilumina a mina escura E funda o trem da minha vida Me disseram porém Que eu viesse aqui Pra pedir de romaria e prece Paz nos desaventos Como não sei rezar Só queria mostrar Meu olhar, meu olhar, meu olhar Sou caipira pirapora nossa Senhora de Aparecida Que ilumina a mina escura E funda o trem da minha vida Sou caipira pirapora nossa Senhora de Aparecida Que ilumina a mina escura E funda o trem da minha vida",https://www.letras.mus.br/almir-sater/897445/,,2025-09-30T18:53:07.424840,207,1
Tubarões,Diego e Victor Hugo,Se quer saber de mim Pergunte para mim Se for falar do que passou Conta a parte que você errou Não pergunte se estou bem Não quero ser assunto seu pra mais ninguém Não estrague as minhas canções Vá pro inferno com suas recordações Quem me deixou no mar Não tem direito de me perguntar O que rolou comigo e os tubarões Cê não me deve amor Eu não te devo explicações Cê me deixou voar Agora quer saber aonde eu vou pousar Cancela as suas investigações Cê não me deve amor Eu não te devo explicações Não pergunte se estou bem Não quero ser assunto seu pra mais ninguém Não estrague as minhas canções Vá pro inferno com suas recordações Quem me deixou no mar Não tem direito de me perguntar O que rolou comigo e os tubarões Cê não me deve amor Eu não te devo explicações Cê me deixou voar Agora quer saber aonde eu vou pousar Cancela as suas investigações Cê não me deve amor Eu não te devo explicações Cê não me deve amor Eu não te devo explicações,https://www.letras.mus.br/diego-victor-hugo/tubaroes/,2025.0,2025-09-30T18:53:18.084573,184,1
Facas (part. Bruno & Marrone),Diego e Victor Hugo,"Primeiramente guarde suas armas Já me machuca tanto as suas palavras Eu tô querendo uma conversa civilizada Sei que tá esperando uma crítica Mas tô correndo dessa briga Hoje não tem vilão, hoje não tem vítima Não tem plateia, não tem bebida Você com raiva, me atacando E eu só com um beijo dou o troco Cê sabe que a gente não tem moral Pra viver longe um do outro Como se duas facas se riscassem procurando o corte São dois corações disputando quem é o mais forte Você com raiva, me atacando E eu só com um beijo dou o troco Cê sabe que a gente não tem moral Pra viver longe um do outro Como se duas facas se riscassem procurando o corte São dois corações disputando quem é o mais forte Primeiramente guarde suas armas Já me machuca tanto as suas palavras Eu tô querendo uma conversa civilizada Sei que tá esperando uma crítica Mas tô correndo dessa briga Hoje não tem vilão, hoje não tem vítima Não tem plateia, não tem bebida Você com raiva, me atacando E eu só com um beijo dou o troco Cê sabe que a gente não tem moral Pra viver longe um do outro Como se duas facas se riscassem procurando o corte São dois corações disputando quem é o mais forte Você com raiva, me atacando E eu só com um beijo dou o troco Cê sabe que a gente não tem moral Pra viver longe um do outro Como se duas facas se riscassem procurando o corte São dois corações disputando quem é o mais forte São dois corações disputando quem é o mais forte",https://www.letras.mus.br/diego-victor-hugo/facas-part-bruno-e-marrone/,2021.0,2025-09-30T18:53:21.088592,277,1
Criança Pequena - Família,Diego e Victor Hugo,"Sexta-feira, vinte e pouco Eu na fila de um cinema Pra quem era o filho da noite, o pai do problema Hoje pega leve porque tem criança pequena Idade chega, responsa chega, o tempo começa a voar Troca ingresso de festa Por lista de material escolar Muda demais A cabeça da gente depois que vira pai E quando alguém me pergunta o que me motiva todos os dias Por quem eu iria pra guerra, por quem eu daria minha vida Não é o dinheiro, não é o sucesso, esquece a correria E a resposta seria A minha família E quando alguém me pergunta o que me motiva todos os dias Por quem eu iria pra guerra, por quem eu daria minha vida Não é o dinheiro, não é o sucesso, esquece a correria E a resposta seria A minha família Idade chega, responsa chega, o tempo começa a voar Troca ingresso de festa Por lista de material escolar Muda demais A cabeça da gente depois que vira pai E quando alguém me pergunta o que me motiva todos os dias Por quem eu iria pra guerra, por quem eu daria minha vida Não é o dinheiro, não é o sucesso, esquece a correria E a resposta seria A minha família E quando alguém me pergunta o que me motiva todos os dias Por quem eu iria pra guerra, por quem eu daria minha vida Não é o dinheiro, não é o sucesso, esquece a correria E a resposta seria A minha família Esquece a correria E a resposta seria A minha família Família",https://www.letras.mus.br/diego-victor-hugo/familia/,2025.0,2025-09-30T18:53:23.362596,263,1
